Order_ID,Product,City,Quantity,Unit_Price,Total_Amount
10055,Tea,Coimbatore,7,204.02,1428.14
10056,Coffee,Coimbatore,6,228.79,1372.74
10057,Snacks,Salem,8,159.83,1278.64
10058,Snacks,Trichy,7,382.81,2679.67
10059,Juice,Chennai,10,462.58,4625.8
10060,Snacks,Chennai,5,36.15,180.75
10061,juice,Salem,4,414.68,1658.72
10062,Cake,Trichy,3,487.0,1461.0
10063,Coffee,Coimbatore,9,478.87,4309.83
10064,Tea,Chennai,5,160.7,803.5
10065,Cake,Chennai,6,286.26,1717.56
10066,Coffee,Chennai,3,347.45,1042.35
10067,Tea,Trichy,8,460.83,3686.64
10068,Juice,Madurai,7,322.65,2258.55
10069,Juice,Salem,9,416.32,3746.88
10070,Tea,Salem,4,249.7,998.8
10071,Snacks,Coimbatore,5,374.01,1870.05
10072,juice,Chennai,2,136.62,273.24
10073,Snacks,Trichy,2,175.55,351.1
10074,cake,Salem,4,474.69,1898.76
10075,Juice,Madurai,2,499.74,999.48
10076,CAKE,Salem,1,139.46,139.46
10077,Juice,Coimbatore,5,391.41,1957.05
10078, Cake ,Trichy,5,458.95,2294.75
10079,Coffee,Chennai,1,359.38,359.38
10080,Tea,Madurai,4,281.32,1125.28
10081,Juice,Coimbatore,4,361.52,1446.08
10082, Cake ,Madurai,9,457.12,4114.08
10083,Snacks,Chennai,3,133.41,400.23
10084,Tea,Chennai,3,254.46,763.38
10085,Tea,Trichy,8,421.33,3370.64
10086,Snacks,Chennai,5,249.7,1248.5
10087,cake,Madurai,6,249.7,1498.2
10088,Snacks,Chennai,1,439.02,439.02
10089,Tea,Trichy,9,409.96,3689.64
10090,Coffee,Salem,9,240.96,2168.64
10091,juice,Chennai,5,268.12,1340.6
10092,Tea,Coimbatore,5,249.7,1248.5
10093,Cake,Chennai,6,276.28,1657.6799999999998
10094,Cake,Coimbatore,4,136.18,544.72
10095, Cake ,Salem,1,300.38,300.38
10096,Snacks,Coimbatore,5,116.48,582.4
10097,juice,Madurai,3,459.99,1379.97
10098,Cake,Chennai,3,238.05,714.1500000000001
10099,Snacks,Salem,1,465.92,498.92
10100,Juice,Trichy,6,301.65,1809.9
10101,Coffee,Trichy,5,453.77,2309.85
10102,juice,Trichy,5,460.62,2303.1
10103,CAKE,Trichy,10,202.63,2026.3
10104,cake,Chennai,7,207.45,1452.15
10105,cake,Madurai,7,460.6,3224.2000000000003
10106,Cake,Madurai,1,423.89,423.89
10107,Snacks,Madurai,5,350.57,1752.85
10108,Juice,Chennai,5,385.68,1928.4
10109, Cake ,Trichy,9,326.27,2936.43
10110,Cake,Salem,4,249.7,998.8
10111, Cake ,Salem,5,28.49,142.45
10112,Coffee,Salem,4,357.28,1429.12
10113,Coffee,Coimbatore,10,385.9,3859.0
10114,Tea,Madurai,5,491.41,2457.05
10115, Cake ,Madurai,10,94.79,947.9
10116,Tea,Chennai,10,336.97,3415.7000000000003
10117,Coffee,Madurai,1,371.08,371.08
10118,Snacks,Coimbatore,7,53.03,371.21
10119,Tea,Chennai,7,120.02,840.14
10120,Snacks,Chennai,4,293.56,1174.24
10121,Coffee,Trichy,6,225.0,1350.0
10122,Snacks,Salem,5,249.7,1248.5
10123,Tea,Salem,9,499.48,4495.32
10124,cake,Trichy,6,20.24,121.44
10125,Juice,Chennai,9,136.58,1229.22
10126,Snacks,Chennai,2,34.83,69.66
10127,Coffee,Madurai,10,233.92,2339.2
10128,Cake,Coimbatore,6,274.8,1648.8000000000002
10129,Tea,Salem,5,81.18,-162.36
10130,Snacks,Salem,10,31.6,316.0
10131,CAKE,Chennai,2,132.31,264.62
10132,Coffee,Madurai,6,418.53,2511.18
10133,Snacks,Chennai,8,391.99,3135.92
10134,Snacks,Salem,3,27.9,83.69999999999999
10135, Cake ,Salem,5,192.2,961.0
10136,Cake,Chennai,7,145.3,1017.1
10137,Coffee,Madurai,2,461.48,922.96
10138,Snacks,Coimbatore,1,485.58,485.58
10139, Cake ,Chennai,7,298.94,2092.58
10140,juice,Madurai,3,88.66,265.98
10141,Tea,Chennai,4,387.08,1548.32
10142,Juice,Salem,1,199.99,199.99
10143,Tea,Trichy,3,54.49,163.47
10144,Tea,Trichy,10,47.75,477.5
10145,Snacks,Chennai,6,431.58,2589.48
10146,Juice,Salem,7,422.87,2960.09
10147,CAKE,Chennai,5,254.74,1273.7
10148,Tea,Chennai,6,398.23,2389.38
10149,juice,Madurai,9,249.7,2247.3
10150,Coffee,Coimbatore,5,83.26,416.3
10151,Snacks,Salem,2,267.83,535.66
10152,Juice,Salem,4,76.17,304.68
10153,Juice,Madurai,10,345.04,3450.4
10154,cake,Trichy,3,176.9,530.7
10155,Cake,Chennai,5,380.45,1902.25
10156, Cake ,Trichy,7,298.56,2089.92
10157,Snacks,Salem,9,277.09,2493.81
10158,Tea,Madurai,6,261.26,1567.56
10159,Tea,Chennai,10,188.5,1885.0
10160,Snacks,Coimbatore,1,155.7,155.7
10161,Snacks,Chennai,5,256.5,1282.5
10162,Tea,Salem,6,258.76,1552.56
10163,Snacks,Salem,4,431.61,1726.44
10164,juice,Coimbatore,7,145.42,1017.94
10165,Cake,Salem,3,164.54,493.62
10166,Juice,Chennai,5,331.42,1657.1
10167,juice,Salem,9,98.66,887.9399999999999
10168,Coffee,Trichy,4,72.91,291.64
10169,Snacks,Madurai,5,168.51,842.55
10170,Tea,Madurai,6,418.98,2513.88
10171,Snacks,Coimbatore,10,249.7,2497.0
10172,Juice,Chennai,2,135.69,271.38
10173,Juice,Madurai,2,365.14,730.28
10174,cake,Coimbatore,5,150.47,752.35
10175,Coffee,Coimbatore,4,209.37,837.48
10176,Coffee,Salem,10,370.36,3703.6
10177,juice,Madurai,7,386.77,2707.39
10178,Snacks,Madurai,3,75.32,225.96
10179,Snacks,Salem,10,493.71,4937.099999999999
10180,Coffee,Coimbatore,6,139.07,834.42
10181,Snacks,Coimbatore,1,381.19,381.19
10182,Snacks,Madurai,4,83.23,332.92
10183,Tea,Trichy,8,230.87,1846.96
10184,juice,Madurai,9,245.11,2205.99
10185,Juice,Chennai,2,369.37,738.74
10186,Cake,Coimbatore,3,345.52,1036.56
10187,Tea,Chennai,2,68.28,136.56
10188,Juice,Coimbatore,9,44.95,404.55
10189,cake,Salem,5,117.95,589.75
10190,Snacks,Trichy,5,409.4,2047.0
10191,Coffee,Salem,1,285.86,285.86
10192,Coffee,Chennai,10,171.24,1712.4
10193,cake,Madurai,8,137.0,1096.0
10194,Cake,Salem,8,287.58,2300.64
10195,Tea,Madurai,1,458.99,458.99
10196,Coffee,Salem,5,231.55,1157.75
10197,Tea,Chennai,6,207.12,1242.72
10198,Juice,Salem,5,31.09,155.45
10199,Juice,Madurai,5,462.15,2310.75
10200,Tea,Chennai,7,213.97,1497.79
10201,Coffee,Salem,8,303.59,2428.72
10202, Cake ,Madurai,7,188.06,1316.42
10203,Snacks,Coimbatore,7,310.42,2172.94
10204,Coffee,Salem,2,249.7,499.4
10205,CAKE,Trichy,5,249.7,1248.5
10206,Juice,Madurai,10,49.68,496.8
10207,Snacks,Trichy,3,279.92,839.76
10208,Juice,Salem,6,141.71,871.26
10209,CAKE,Salem,9,266.36,2397.24
10210,Coffee,Coimbatore,10,473.84,4738.4
10211,cake,Salem,2,362.32,724.64
10212,Tea,Madurai,10,414.65,4146.5
10213,Tea,Salem,2,291.15,582.3
10214,Tea,Chennai,9,371.19,3340.71
10215,Coffee,Madurai,4,79.36,317.44
10216, Cake ,Coimbatore,5,324.19,1620.95
10217,Snacks,Coimbatore,1,359.46,359.46
10218,Coffee,Coimbatore,1,450.28,450.28
10219,juice,Chennai,8,239.57,1916.56
10220,Juice,Salem,3,478.06,1434.18
10221,Juice,Chennai,6,466.75,2800.5
10222,Coffee,Trichy,4,171.72,686.88
10223,Tea,Trichy,3,421.7,1265.1
10224,juice,Madurai,5,119.58,597.9
10225,Coffee,Trichy,2,249.7,499.4
10226,Coffee,Coimbatore,5,421.09,2105.45
10227,juice,Chennai,7,465.97,3261.79
10228,Coffee,Chennai,5,288.52,1442.6
10229,Tea,Coimbatore,3,172.53,517.59
10230, Cake ,Chennai,9,36.9,332.1
10231,CAKE,Madurai,4,410.11,1640.44
10232,juice,Salem,2,464.59,929.18
10233,Tea,Coimbatore,6,401.59,2409.54
10234,Snacks,Coimbatore,7,353.44,2474.08
10235,cake,Madurai,7,190.56,1333.92
10236,Coffee,Salem,6,117.52,705.12
10237,Juice,Chennai,7,249.7,1747.9
10238,Coffee,Madurai,2,47.22,94.44
10239,Tea,Trichy,5,309.84,1549.1999999999998
10240,Snacks,Madurai,9,93.99,845.91
10241, Cake ,Madurai,3,148.74,446.22
10242,Juice,Trichy,10,249.7,2497.0
10243,Juice,Salem,9,149.3,1343.7
10244,CAKE,Madurai,10,360.19,3601.9
10245,Tea,Trichy,9,24.8,223.2
10246,CAKE,Trichy,8,104.86,838.88
10247,Snacks,Chennai,4,160.76,643.04
10248,Juice,Madurai,5,94.53,472.65
10249,Coffee,Chennai,7,25.19,176.33
10250,Coffee,Coimbatore,7,469.22,3284.54
10251,Snacks,Madurai,5,82.49,412.45
10252,Snacks,Trichy,3,79.57,238.71
10253,Tea,Trichy,5,137.13,685.65
10254,CAKE,Salem,5,161.39,806.9499999999999
10255,CAKE,Trichy,3,486.34,1459.02
10256,Cake,Salem,6,27.37,164.22
10257,Tea,Madurai,8,133.59,1068.72
10258,Coffee,Salem,4,235.75,943.0
10259,Juice,Trichy,9,249.7,2247.3
10260,Tea,Chennai,9,193.92,1745.28
10261,Snacks,Madurai,1,123.6,123.6
10262,Snacks,Trichy,3,491.76,1475.28
10263,Tea,Salem,7,363.23,2542.61
10264,Tea,Salem,7,58.94,412.58
10265,Snacks,Coimbatore,10,42.61,426.1
10266,Snacks,Chennai,10,213.31,2133.1
10267,Juice,Chennai,10,99.4,994.0
10268,Snacks,Salem,10,415.84,4158.4
10269,Snacks,Madurai,3,377.07,1131.21
10270,CAKE,Salem,4,200.97,803.88
10271,Juice,Madurai,4,249.7,998.8
10272,Tea,Coimbatore,2,390.95,781.9
10273,Coffee,Chennai,6,304.69,1828.14
10274,Juice,Salem,9,227.72,2049.48
10275,Tea,Chennai,2,419.79,839.58
10276,Coffee,Trichy,9,208.29,1874.61
10277,Snacks,Coimbatore,5,485.55,2427.75
10278,CAKE,Coimbatore,9,442.15,3979.35
10279,Cake,Chennai,10,249.7,2497.0
10280,Tea,Coimbatore,2,249.7,499.4
10281,Coffee,Trichy,6,244.47,1466.82
10282,cake,Chennai,5,186.96,934.8
10283,Coffee,Chennai,9,76.01,684.09
10284,juice,Madurai,7,458.04,3206.28
10285,Tea,Salem,9,360.33,3242.97
10286,CAKE,Chennai,1,473.02,473.02
10287,CAKE,Coimbatore,7,484.13,3388.91
10288,Tea,Chennai,5,358.13,1790.65
10289,juice,Salem,5,155.1,775.5
10290,Coffee,Trichy,3,60.16,180.48
10291,juice,Trichy,7,159.23,1114.61
10292,Cake,Coimbatore,4,137.6,550.4
10293,Snacks,Chennai,2,473.48,946.96
10294,Cake,Salem,5,474.93,2374.65
10295,Coffee,Chennai,7,373.3,2613.1
10296,Snacks,Salem,6,262.95,1577.6999999999998
10297,Coffee,Trichy,6,303.74,1822.44
10298,Tea,Salem,6,67.47,404.82
10299,Coffee,Madurai,2,247.74,495.48
10300,Coffee,Chennai,5,61.69,308.45
10301,Snacks,Coimbatore,7,337.58,2363.06
10302,Coffee,Coimbatore,4,370.89,1483.56
10303,Tea,Trichy,3,167.85,503.55
10304,Snacks,Chennai,5,249.7,1248.5
10305,Juice,Salem,1,116.57,116.57
10306,Cake,Madurai,10,161.58,1615.8
10307,Snacks,Trichy,10,80.93,809.3
10308,Tea,Madurai,2,241.08,482.16
10309, Cake ,Salem,7,431.33,3019.31
10310,Coffee,Salem,4,23.16,92.64
10311,Cake,Trichy,10,483.74,4837.4
10312,juice,Trichy,10,366.16,3661.6
10313,Tea,Coimbatore,2,235.97,471.94
10314,Juice,Trichy,1,213.31,213.31
10315,Snacks,Trichy,1,152.53,152.53
10316,juice,Trichy,9,150.3,1352.7
10317,juice,Chennai,6,272.11,1632.66
10318,juice,Salem,5,227.81,1139.05
10319,Coffee,Madurai,8,90.93,727.44
10320,Juice,Madurai,5,171.63,858.15
10321,Tea,Madurai,7,346.73,2427.11
10322,Snacks,Coimbatore,5,191.58,957.9
10323,Cake,Chennai,10,425.22,4252.200000000001
10324,Coffee,Madurai,2,277.72,555.44
10325,Tea,Coimbatore,2,342.74,685.48
10326,Tea,Chennai,6,393.17,2359.02
10327,Snacks,Salem,5,318.8,1594.0
10328,juice,Trichy,7,52.72,406.04
10329,Snacks,Coimbatore,4,249.75,999.0
10330,Coffee,Salem,6,334.29,2005.74
10331,CAKE,Trichy,4,357.94,1431.76
10332,Snacks,Coimbatore,6,225.53,1353.18
10333,cake,Madurai,10,498.32,4983.2
10334,Snacks,Coimbatore,9,336.02,3024.18
10335,Snacks,Salem,1,127.49,127.49
10336, Cake ,Chennai,1,310.64,347.64
10337,Snacks,Madurai,2,231.6,463.2
10338,CAKE,Trichy,4,22.45,89.8
10339,Tea,Chennai,6,467.42,2804.52
10340,Tea,Trichy,9,263.27,2369.43
10341,Snacks,Chennai,4,95.67,382.68
10342,Coffee,Coimbatore,3,20.5,61.5
10343,Tea,Salem,6,281.29,1687.7400000000002
10344,Coffee,Madurai,6,60.8,364.8
10345,juice,Chennai,3,35.24,105.72
10346,Tea,Coimbatore,6,111.14,682.84
10347,Coffee,Chennai,4,412.51,1650.04
10348,Snacks,Chennai,6,211.23,1267.38
10349,Snacks,Chennai,10,114.42,1144.2
10350,Coffee,Coimbatore,2,220.42,440.84
10351,Juice,Trichy,6,347.83,2086.98
10352,juice,Chennai,5,377.02,1885.1
10353,Tea,Madurai,1,319.9,319.9
10354,Snacks,Trichy,10,249.7,2497.0
10355,Coffee,Coimbatore,3,490.81,1472.43
10356,Snacks,Chennai,6,61.43,368.58
10357,Cake,Coimbatore,6,464.4,2786.4
10358,Tea,Salem,5,412.52,2062.6
10359,juice,Salem,6,334.76,2008.56
10360,Coffee,Coimbatore,8,358.1,2864.8
10361,Coffee,Chennai,6,231.09,1386.54
10362,Coffee,Chennai,2,422.27,844.54
10363,CAKE,Coimbatore,5,421.35,2106.75
10364,Coffee,Trichy,1,299.91,299.91
10365,Snacks,Trichy,4,178.42,713.68
10366,Cake,Salem,7,249.7,1747.9
10367,juice,Trichy,7,128.66,900.62
10368,Juice,Salem,5,249.7,1248.5
10369,Tea,Chennai,10,148.36,1483.6
10370,Cake,Chennai,8,106.28,850.24
10371,cake,Coimbatore,9,85.08,765.72
10372, Cake ,Coimbatore,1,97.28,97.28
10373,Coffee,Madurai,2,70.32,140.64
10374,Snacks,Salem,7,267.51,1872.57
10375,cake,Madurai,3,257.69,773.0699999999999
10376,Coffee,Madurai,3,76.81,230.43
10377, Cake ,Salem,1,482.89,482.89
10378,Coffee,Salem,3,35.64,106.92
10379,Tea,Coimbatore,7,106.62,746.34
10380,Tea,Chennai,3,397.05,1231.15
10381,Snacks,Madurai,9,79.01,711.09
10382,CAKE,Chennai,8,117.86,942.88
10383,Juice,Chennai,7,192.56,1347.92
10384,Cake,Salem,4,465.39,1861.56
10385,Tea,Salem,10,390.11,3901.1
10386,Tea,Salem,7,322.78,2259.46
10387,Snacks,Coimbatore,1,495.69,495.69
10388,Tea,Salem,10,261.5,2615.0
10389,cake,Coimbatore,8,122.75,982.0
10390,Snacks,Chennai,6,249.7,1498.2
10391,Tea,Trichy,5,77.71,388.55
10392,Tea,Chennai,8,383.18,3065.44
10393,Tea,Trichy,10,371.7,3717.0
10394,Snacks,Chennai,10,359.59,3595.9
10395,Snacks,Trichy,2,301.62,603.24
10396,Coffee,Salem,1,194.15,194.15
10397,juice,Chennai,4,51.64,206.56
10398,juice,Trichy,8,486.77,3894.16
10399,Snacks,Salem,5,459.36,2296.8
10400,Tea,Coimbatore,3,242.38,727.14
10401, Cake ,Chennai,10,451.14,4511.4
10402,Coffee,Salem,10,289.49,2894.9
10403,juice,Madurai,9,44.41,399.69
10404,Tea,Salem,6,464.36,2786.16
10405,Tea,Chennai,7,73.99,517.93
10406,cake,Trichy,7,111.82,782.74
10407,CAKE,Coimbatore,3,359.31,1077.93
10408,Coffee,Chennai,7,97.93,704.51
10409,CAKE,Chennai,5,59.23,296.15
10410,Tea,Salem,6,274.38,1646.28
10411,Juice,Salem,1,391.58,391.58
10412,Tea,Trichy,7,275.77,1930.39
10413,Tea,Madurai,2,27.72,55.44
10414,Coffee,Salem,8,426.46,3411.68
10415,juice,Madurai,4,182.46,729.84
10416, Cake ,Trichy,8,285.88,2287.04
10417, Cake ,Madurai,1,37.33,37.33
10418,Snacks,Salem,4,473.52,1894.08
10419,Coffee,Coimbatore,7,303.64,2125.48
10420,Coffee,Coimbatore,7,219.6,1537.2
10421,Tea,Madurai,5,432.78,2163.9
10422,Tea,Salem,8,34.76,278.08
10423, Cake ,Madurai,6,149.47,896.8199999999999
10424, Cake ,Chennai,3,319.04,957.12
10425,juice,Trichy,4,291.76,1167.04
10426,Tea,Chennai,5,158.65,793.25
10427, Cake ,Coimbatore,10,55.64,556.4
10428,Tea,Coimbatore,6,83.39,500.34
10429,Coffee,Salem,2,484.77,969.54
10430, Cake ,Chennai,10,390.19,3901.9
10431,Snacks,Coimbatore,9,324.86,2923.74
10432,cake,Chennai,8,29.94,239.52
10433,Tea,Chennai,5,214.36,1071.8000000000002
10434,Tea,Salem,10,419.63,4196.3
10435,Snacks,Chennai,1,197.89,197.89
10436,Coffee,Salem,1,55.27,55.27
10437, Cake ,Chennai,1,41.99,41.99
10438,Tea,Chennai,1,117.72,117.72
10439,CAKE,Chennai,1,312.97,312.97
10440,Cake,Madurai,5,466.26,2331.3
10441,Tea,Salem,9,244.81,2203.29
10442,Cake,Coimbatore,7,306.84,2147.88
10443,Tea,Chennai,3,129.5,388.5
10444,Tea,Coimbatore,2,133.54,267.08
10445,Juice,Madurai,3,427.94,1283.82
10446,Tea,Trichy,4,249.7,998.8
10447,CAKE,Madurai,8,57.46,459.68
10448,Tea,Salem,7,61.15,428.05
10449,Cake,Coimbatore,4,200.93,803.72
10450,Coffee,Salem,7,206.61,1446.27
10451,Snacks,Coimbatore,10,270.04,2700.4
10452,Snacks,Trichy,4,210.09,840.36
10453,Tea,Chennai,5,179.24,896.2
10454,Coffee,Trichy,10,249.7,2497.0
10455,Coffee,Chennai,7,45.96,321.72
10456,Coffee,Salem,2,49.01,98.02
10457,Tea,Trichy,2,45.18,90.36
10458,Snacks,Chennai,7,164.79,1153.53
10459,CAKE,Trichy,4,472.53,1890.12
10460,cake,Chennai,4,315.89,1263.56
10461,Cake,Madurai,1,41.71,41.71
10462,Juice,Madurai,3,483.82,1451.46
10463,Coffee,Chennai,8,274.71,2197.68
10464,Snacks,Madurai,6,43.45,260.70000000000005
10465,Snacks,Chennai,9,249.7,2247.3
10466,Coffee,Madurai,5,385.17,1925.85
10467,Tea,Trichy,7,215.82,1510.74
10468,Tea,Salem,5,438.22,2191.1000000000004
10469,juice,Madurai,2,324.2,648.4
10470,Tea,Coimbatore,2,57.97,115.94
10471,Snacks,Madurai,4,189.53,758.12
10472,Coffee,Salem,5,455.34,2276.7
10473,Snacks,Chennai,10,57.9,579.0
10474,Tea,Chennai,10,54.77,547.7
10475,CAKE,Coimbatore,5,249.7,1248.5
10476,Snacks,Coimbatore,7,402.18,2815.26
10477,cake,Trichy,5,449.25,2246.25
10478,Snacks,Salem,5,300.86,1504.3000000000002
10479,Coffee,Madurai,2,361.15,722.3
10480,Juice,Chennai,10,457.71,4577.099999999999
10481,Coffee,Trichy,9,395.87,3562.83
10482,Snacks,Trichy,2,58.94,117.88
10483,Snacks,Salem,5,393.41,1967.05
10484,Tea,Salem,7,36.33,254.31
10485,juice,Madurai,4,190.76,788.04
10486,Tea,Trichy,7,318.0,2226.0
10487,Coffee,Trichy,3,164.59,493.77
10488,Coffee,Chennai,1,203.64,203.64
10489,Juice,Chennai,10,366.75,3667.5
10490,Coffee,Trichy,6,39.41,236.46
10491,Snacks,Trichy,9,482.84,4345.56
10492,Cake,Chennai,7,124.15,869.0500000000001
10493,Tea,Trichy,7,100.16,701.12
10494,cake,Chennai,1,458.15,458.15
10495,Cake,Salem,7,102.89,720.23
10496,Tea,Madurai,6,498.71,2992.26
10497,Snacks,Coimbatore,3,363.63,1090.89
10498,Tea,Chennai,10,287.51,2875.1
10499,Coffee,Chennai,5,146.31,731.55
10500,cake,Salem,6,133.01,798.06
10501,Tea,Madurai,9,316.77,2850.93
10502,Cake,Chennai,3,39.92,119.76
10503,Tea,Madurai,5,402.79,2013.95
10504,Tea,Trichy,6,301.31,1807.86
10505,Cake,Chennai,9,430.74,3876.66
10506,Coffee,Chennai,1,45.51,45.51
10507,juice,Trichy,3,350.95,1052.85
10508,Cake,Trichy,2,494.62,989.24
10509,Tea,Chennai,5,264.03,1320.15
10510,juice,Salem,6,154.65,927.9
10511,Coffee,Coimbatore,8,172.4,1379.2
10512,Snacks,Chennai,6,400.08,2400.48
10513,Snacks,Chennai,7,432.33,3026.31
10514,Cake,Salem,5,302.11,1510.55
10515,Cake,Salem,8,387.28,3098.24
10516,Snacks,Trichy,7,53.62,375.34
10517,Snacks,Trichy,7,432.62,3028.34
10518,Tea,Coimbatore,1,39.45,39.45
10519,CAKE,Chennai,1,298.41,298.41
10520,Snacks,Trichy,9,90.87,817.83
10521,Tea,Madurai,5,369.98,1849.9
10522,CAKE,Trichy,8,290.1,2320.8
10523,Tea,Salem,3,306.22,918.66
10524,Snacks,Trichy,7,42.67,298.69
10525,Coffee,Salem,6,352.26,2113.56
10526,CAKE,Trichy,1,417.21,417.21
10527,Coffee,Salem,2,149.47,298.94
10528,juice,Salem,3,394.21,1182.63
10529,juice,Madurai,8,111.87,894.96
10530,juice,Salem,9,442.85,3985.65
10531,juice,Madurai,7,153.62,1075.34
10532,Snacks,Chennai,10,442.21,4422.099999999999
10533,juice,Trichy,6,442.02,2652.12
10534,CAKE,Chennai,2,208.22,416.44
10535,Tea,Madurai,9,142.53,1282.77
10536,Tea,Trichy,1,474.63,474.63
10537,Coffee,Salem,9,185.36,1668.2400000000002
10538,Coffee,Chennai,5,363.28,1816.4
10539,cake,Salem,1,369.82,369.82
10540,Coffee,Salem,5,47.7,238.5
10541,juice,Trichy,5,432.05,2160.25
10542,Tea,Coimbatore,5,20.77,103.85
10543,CAKE,Madurai,5,136.01,680.05
10544,Snacks,Chennai,10,444.29,4442.900000000001
10545,CAKE,Chennai,6,201.59,1209.54
10546,cake,Salem,1,370.58,370.58
10547,Tea,Chennai,10,408.47,4084.7
10548,Juice,Salem,2,321.46,642.92
10549,Juice,Coimbatore,10,127.47,1274.7
10550,Snacks,Trichy,9,129.15,1162.35
10551,cake,Chennai,5,470.85,2354.25
10552,Snacks,Salem,5,70.26,387.3
10553,Tea,Chennai,3,157.41,472.23
10554,Cake,Coimbatore,6,69.94,419.64
10555,Cake,Madurai,7,469.37,3285.59
10556,CAKE,Salem,2,249.7,499.4
10557,Tea,Salem,6,211.54,1269.24
10558, Cake ,Chennai,9,383.88,3454.92
10559,Juice,Chennai,4,380.33,1521.32
10560,Tea,Coimbatore,4,131.65,526.6
10561,Tea,Chennai,1,231.33,231.33
10562,Coffee,Chennai,6,257.1,1542.6
10563,juice,Coimbatore,10,352.26,3522.6
10564,CAKE,Chennai,7,146.41,1024.87
10565,Snacks,Madurai,6,401.91,2411.46
10566,juice,Salem,10,449.76,4497.6
10567,Tea,Chennai,5,49.23,246.15
10568,Tea,Trichy,5,308.5,1542.5
10569,Juice,Salem,4,187.15,748.6
10570, Cake ,Trichy,10,357.58,3575.8
10571,Coffee,Chennai,5,123.12,615.6
10572,Juice,Coimbatore,5,426.67,2133.35
10573,juice,Trichy,1,121.7,121.7
10574,juice,Madurai,6,366.23,2197.38
10575,Tea,Madurai,7,352.13,2464.91
10576,CAKE,Coimbatore,4,228.86,932.44
10577,Coffee,Trichy,6,155.31,931.86
10578,Snacks,Trichy,5,200.18,1000.9
10579,Coffee,Coimbatore,8,440.22,3521.76
10580,Juice,Chennai,2,298.22,596.44
10581,Juice,Chennai,5,123.57,617.8499999999999
10582,cake,Madurai,3,289.12,867.36
10583,Tea,Coimbatore,8,188.01,1504.08
10584,Juice,Chennai,10,38.83,388.3
10585,Tea,Coimbatore,8,439.44,3515.52
10586,juice,Chennai,3,279.11,837.33
10587,Coffee,Trichy,10,483.96,4839.599999999999
10588,Tea,Madurai,8,249.7,1997.6
10589,Coffee,Trichy,5,36.93,184.65
10590,Tea,Coimbatore,5,310.62,1588.1
10591,Coffee,Chennai,6,475.68,2854.08
10592,juice,Coimbatore,2,61.73,123.46
10593,Juice,Coimbatore,2,359.23,718.46
10594,Juice,Trichy,5,460.35,2301.75
10595,Juice,Salem,6,403.79,2422.74
10596,Tea,Trichy,8,358.64,2869.12
10597,CAKE,Salem,10,85.35,853.5
10598, Cake ,Coimbatore,5,269.49,1347.45
10599,CAKE,Salem,8,178.58,1428.64
10600,Tea,Trichy,9,140.12,1261.08
10601,Snacks,Salem,9,381.65,3434.85
